region,latitude,longitude,available_for_hire_taxis,avg_rain_mm,total_taxi_records_from_api,taxi_api_timestamp,rain_api_timestamp,collection_time
East,1.35,103.95,398,0.0,1719,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00
North,1.42,103.82,241,0.0,1719,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00
Northeast,1.37,103.88,177,0.0,1719,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00
Other,1.28,103.76,161,0.0,1719,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00
West,1.35,103.7,135,0.0,1719,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00+08:00,2026-06-17T02:50:00
Central,1.3,103.83,621,0.0,1722,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00
East,1.35,103.95,404,0.0,1722,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00
North,1.42,103.82,242,0.0,1722,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00
Northeast,1.37,103.88,171,0.0,1722,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00
Other,1.28,103.76,153,0.0,1722,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00
West,1.35,103.7,131,0.0,1722,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00+08:00,2026-06-17T02:55:00
Central,1.3,103.83,581,0.0,1674,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00
East,1.35,103.95,391,0.0,1674,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00
North,1.42,103.82,265,0.0,1674,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00
Northeast,1.37,103.88,173,0.0,1674,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00
Other,1.28,103.76,139,0.0,1674,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00
West,1.35,103.7,125,0.0,1674,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00+08:00,2026-06-17T03:00:00
Central,1.3,103.83,586,0.0,1594,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00
East,1.35,103.95,363,0.0,1594,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00
North,1.42,103.82,248,0.0,1594,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00
Northeast,1.37,103.88,148,0.0,1594,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00
Other,1.28,103.76,131,0.0,1594,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00
West,1.35,103.7,118,0.0,1594,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00+08:00,2026-06-17T03:05:00
Central,1.3,103.83,538,0.0,1581,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00
East,1.35,103.95,374,0.0,1581,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00
North,1.42,103.82,233,0.0,1581,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00
Northeast,1.37,103.88,179,0.0,1581,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00
Other,1.28,103.76,124,0.0,1581,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00
West,1.35,103.7,133,0.0,1581,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00+08:00,2026-06-17T03:10:00
Central,1.3,103.83,599,0.0,1588,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00
East,1.35,103.95,345,0.0,1588,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00
North,1.42,103.82,223,0.0,1588,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00
Northeast,1.37,103.88,162,0.0,1588,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00
Other,1.28,103.76,128,0.0,1588,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00
West,1.35,103.7,131,0.0,1588,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00+08:00,2026-06-17T03:15:00
Central,1.3,103.83,598,0.0,1645,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00
East,1.35,103.95,384,0.0,1645,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00
North,1.42,103.82,230,0.0,1645,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00
Northeast,1.37,103.88,176,0.0,1645,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00
Other,1.28,103.76,134,0.0,1645,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00
West,1.35,103.7,123,0.0,1645,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00+08:00,2026-06-17T03:20:00
Central,1.3,103.83,556,0.0,1573,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00
East,1.35,103.95,361,0.0,1573,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00
North,1.42,103.82,227,0.0,1573,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00
Northeast,1.37,103.88,168,0.0,1573,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00
Other,1.28,103.76,137,0.0,1573,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00
West,1.35,103.7,124,0.0,1573,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00+08:00,2026-06-17T03:25:00
Central,1.3,103.83,527,0.0,1561,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00
East,1.35,103.95,385,0.0,1561,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00
North,1.42,103.82,219,0.0,1561,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00
Northeast,1.37,103.88,174,0.0,1561,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00
Other,1.28,103.76,109,0.0,1561,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00
West,1.35,103.7,147,0.0,1561,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00+08:00,2026-06-17T03:30:00
Central,1.3,103.83,558,0.0,1609,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00
East,1.35,103.95,377,0.0,1609,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00
North,1.42,103.82,240,0.0,1609,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00
Northeast,1.37,103.88,168,0.0,1609,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00
Other,1.28,103.76,135,0.0,1609,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00
West,1.35,103.7,131,0.0,1609,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00+08:00,2026-06-17T03:35:00
Central,1.3,103.83,545,0.0,1590,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00
East,1.35,103.95,342,0.0,1590,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00
North,1.42,103.82,259,0.0,1590,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00
Northeast,1.37,103.88,172,0.0,1590,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00
Other,1.28,103.76,138,0.0,1590,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00
West,1.35,103.7,134,0.0,1590,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00+08:00,2026-06-17T03:40:00
Central,1.3,103.83,576,0.0,1642,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00
East,1.35,103.95,342,0.0,1642,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00
North,1.42,103.82,255,0.0,1642,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00
Northeast,1.37,103.88,209,0.0,1642,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00
Other,1.28,103.76,119,0.0,1642,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00
West,1.35,103.7,141,0.0,1642,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00+08:00,2026-06-17T03:45:00
Central,1.3,103.83,565,0.0,1710,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00
East,1.35,103.95,406,0.0,1710,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00
North,1.42,103.82,268,0.0,1710,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00
Northeast,1.37,103.88,197,0.0,1710,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00
Other,1.28,103.76,130,0.0,1710,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00
West,1.35,103.7,144,0.0,1710,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00+08:00,2026-06-17T03:50:00
Central,1.3,103.83,584,0.0,1696,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00
East,1.35,103.95,408,0.0,1696,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00
North,1.42,103.82,268,0.0,1696,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00
Northeast,1.37,103.88,193,0.0,1696,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00
Other,1.28,103.76,136,0.0,1696,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00
West,1.35,103.7,107,0.0,1696,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00+08:00,2026-06-17T03:55:00
Central,1.3,103.83,582,0.0,1772,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00
East,1.35,103.95,423,0.0,1772,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00
North,1.42,103.82,273,0.0,1772,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00
Northeast,1.37,103.88,217,0.0,1772,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00
Other,1.28,103.76,140,0.0,1772,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00
West,1.35,103.7,137,0.0,1772,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00+08:00,2026-06-17T04:00:00
Central,1.3,103.83,577,0.0,1747,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00
East,1.35,103.95,421,0.0,1747,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00
North,1.42,103.82,279,0.0,1747,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00
Northeast,1.37,103.88,189,0.0,1747,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00
Other,1.28,103.76,149,0.0,1747,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00
West,1.35,103.7,132,0.0,1747,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00+08:00,2026-06-17T04:05:00
Central,1.3,103.83,666,0.0,1835,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00
East,1.35,103.95,436,0.0,1835,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00
North,1.42,103.82,284,0.0,1835,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00
Northeast,1.37,103.88,186,0.0,1835,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00
Other,1.28,103.76,125,0.0,1835,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00
West,1.35,103.7,138,0.0,1835,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00+08:00,2026-06-17T04:10:00
Central,1.3,103.83,589,0.0,1726,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00
East,1.35,103.95,445,0.0,1726,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00
North,1.42,103.82,276,0.0,1726,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00
Northeast,1.37,103.88,171,0.0,1726,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00
Other,1.28,103.76,127,0.0,1726,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00
West,1.35,103.7,118,0.0,1726,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00+08:00,2026-06-17T04:15:00
Central,1.3,103.83,607,0.0,1806,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00
East,1.35,103.95,459,0.0,1806,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00
North,1.42,103.82,252,0.0,1806,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00
Northeast,1.37,103.88,209,0.0,1806,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00
Other,1.28,103.76,146,0.0,1806,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00
West,1.35,103.7,133,0.0,1806,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00+08:00,2026-06-17T04:20:00
Central,1.3,103.83,596,0.0,1787,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00
East,1.35,103.95,445,0.0,1787,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00
North,1.42,103.82,263,0.0,1787,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00
Northeast,1.37,103.88,190,0.0,1787,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00
Other,1.28,103.76,147,0.0,1787,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00
West,1.35,103.7,146,0.0,1787,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00+08:00,2026-06-17T04:25:00
Central,1.3,103.83,602,0.0,1784,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00
East,1.35,103.95,440,0.0,1784,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00
North,1.42,103.82,252,0.0,1784,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00
Northeast,1.37,103.88,207,0.0,1784,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00
Other,1.28,103.76,159,0.0,1784,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00
West,1.35,103.7,124,0.0,1784,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00+08:00,2026-06-17T04:30:00
Central,1.3,103.83,581,0.0,1754,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00
East,1.35,103.95,457,0.0,1754,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00
North,1.42,103.82,230,0.0,1754,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00
Northeast,1.37,103.88,201,0.0,1754,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00
Other,1.28,103.76,151,0.0,1754,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00
West,1.35,103.7,134,0.0,1754,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00+08:00,2026-06-17T04:35:00
Central,1.3,103.83,587,0.0,1752,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00
East,1.35,103.95,459,0.0,1752,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00
North,1.42,103.82,224,0.0,1752,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00
Northeast,1.37,103.88,193,0.0,1752,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00
Other,1.28,103.76,156,0.0,1752,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00
West,1.35,103.7,133,0.0,1752,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00+08:00,2026-06-17T04:40:00
Central,1.3,103.83,559,0.0,1733,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00
East,1.35,103.95,466,0.0,1733,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00
North,1.42,103.82,231,0.0,1733,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00
Northeast,1.37,103.88,194,0.0,1733,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00
Other,1.28,103.76,141,0.0,1733,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00
West,1.35,103.7,142,0.0,1733,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00+08:00,2026-06-17T04:45:00
Central,1.3,103.83,547,0.0,1807,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00
East,1.35,103.95,488,0.0,1807,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00
North,1.42,103.82,245,0.0,1807,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00
Northeast,1.37,103.88,203,0.0,1807,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00
Other,1.28,103.76,173,0.0,1807,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00
West,1.35,103.7,151,0.0,1807,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00+08:00,2026-06-17T04:50:00
Central,1.3,103.83,527,0.0,1726,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00
East,1.35,103.95,437,0.0,1726,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00
North,1.42,103.82,243,0.0,1726,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00
Northeast,1.37,103.88,220,0.0,1726,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00
Other,1.28,103.76,167,0.0,1726,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00
West,1.35,103.7,132,0.0,1726,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00+08:00,2026-06-17T04:55:00
Central,1.3,103.83,599,0.0,1831,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00
East,1.35,103.95,469,0.0,1831,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00
North,1.42,103.82,260,0.0,1831,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00
Northeast,1.37,103.88,202,0.0,1831,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00
Other,1.28,103.76,165,0.0,1831,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00
West,1.35,103.7,136,0.0,1831,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00+08:00,2026-06-17T05:00:00
Central,1.3,103.83,584,0.0,1843,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00
East,1.35,103.95,461,0.0,1843,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00
North,1.42,103.82,271,0.0,1843,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00
Northeast,1.37,103.88,200,0.0,1843,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00
Other,1.28,103.76,167,0.0,1843,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00
West,1.35,103.7,160,0.0,1843,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00+08:00,2026-06-17T05:05:00
Central,1.3,103.83,542,0.0,1817,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00
East,1.35,103.95,447,0.0,1817,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00
North,1.42,103.82,289,0.0,1817,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00
Northeast,1.37,103.88,202,0.0,1817,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00
Other,1.28,103.76,176,0.0,1817,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00
West,1.35,103.7,161,0.0,1817,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00+08:00,2026-06-17T05:10:00
Central,1.3,103.83,537,0.0,1747,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00
East,1.35,103.95,462,0.0,1747,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00
North,1.42,103.82,259,0.0,1747,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00
Northeast,1.37,103.88,201,0.0,1747,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00
Other,1.28,103.76,160,0.0,1747,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00
West,1.35,103.7,128,0.0,1747,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00+08:00,2026-06-17T05:15:00
Central,1.3,103.83,553,0.0,1765,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00
East,1.35,103.95,457,0.0,1765,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00
North,1.42,103.82,253,0.0,1765,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00
Northeast,1.37,103.88,192,0.0,1765,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00
Other,1.28,103.76,175,0.0,1765,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00
West,1.35,103.7,135,0.0,1765,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00+08:00,2026-06-17T05:20:00
Central,1.3,103.83,483,0.0,1676,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00
East,1.35,103.95,430,0.0,1676,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00
North,1.42,103.82,248,0.0,1676,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00
Northeast,1.37,103.88,188,0.0,1676,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00
Other,1.28,103.76,166,0.0,1676,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00
West,1.35,103.7,161,0.0,1676,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00+08:00,2026-06-17T05:25:00
Central,1.3,103.83,476,0.0,1613,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00
East,1.35,103.95,435,0.0,1613,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00
North,1.42,103.82,229,0.0,1613,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00
Northeast,1.37,103.88,187,0.0,1613,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00
Other,1.28,103.76,150,0.0,1613,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00
West,1.35,103.7,136,0.0,1613,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00+08:00,2026-06-17T05:30:00
Central,1.3,103.83,457,0.0,1635,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00
East,1.35,103.95,450,0.0,1635,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00
North,1.42,103.82,239,0.0,1635,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00
Northeast,1.37,103.88,185,0.0,1635,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00
Other,1.28,103.76,156,0.0,1635,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00
West,1.35,103.7,148,0.0,1635,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00+08:00,2026-06-17T05:35:00
Central,1.3,103.83,478,0.0,1627,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00
East,1.35,103.95,473,0.0,1627,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00
North,1.42,103.82,216,0.0,1627,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00
Northeast,1.37,103.88,183,0.0,1627,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00
Other,1.28,103.76,145,0.0,1627,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00+08:00,2026-06-17T05:40:00
